Temperature,Vibration,RPM,Pressure,Runtime,Status
55.76,1.28,913.95,7.73,702.1,2
73.25,2.21,800.05,9.68,814.21,2
84.24,0.15,1733.86,8.67,837.22,2
35.6,2.24,1759.92,7.75,570.56,2
86.74,1.38,1399.29,6.33,932.85,2
34.57,1.55,1486.95,8.54,583.02,1
84.54,2.83,864.32,5.82,23.46,2
49.76,1.66,1710.79,8.93,127.5,1
35.58,1.81,1332.12,4.86,899.45,1
85.64,1.27,1690.3,5.69,736.82,2
58.56,0.46,1727.93,6.18,734.49,0
52.03,0.15,900.53,6.47,689.96,2
50.08,2.12,1498.64,7.93,492.52,2
84.89,1.52,1250.27,4.4,307.66,2
32.54,1.94,1048.54,5.13,770.81,1
49.63,0.8,969.06,8.42,129.71,2
57.23,1.57,1487.39,7.43,810.72,1
32.69,0.96,1080.13,4.02,289.18,0
48.59,1.61,1463.7,5.67,719.47,1
50.17,0.94,1341.19,3.17,79.79,0
55.08,2.83,1521.51,3.62,846.32,2
73.94,1.87,1620.29,5.83,221.5,1
60.72,1.69,1338.33,6.96,948.7,1
84.13,2.64,1601.42,9.6,98.49,2
45.91,1.54,1646.53,6.54,748.03,1
38.34,0.83,1531.78,4.15,351.36,0
45.89,1.11,1508.32,5.57,555.26,0
36.0,2.43,1169.89,7.54,725.39,2
42.58,2.67,1416.22,6.0,182.34,2
86.54,2.29,1008.02,5.36,809.67,2
71.74,2.32,1241.2,8.02,386.49,2
42.68,1.93,1776.01,5.17,460.97,1
70.44,1.67,1643.43,8.33,58.3,1
89.91,2.28,1663.9,7.56,856.29,2
36.74,1.11,1676.42,4.41,78.24,0
77.29,2.52,962.65,8.98,686.77,2
61.2,2.51,1219.25,4.36,284.85,2
60.31,1.64,1605.58,8.54,581.37,1
76.85,0.66,850.06,9.12,75.55,2
44.8,2.12,1209.45,9.13,297.98,2
30.71,0.97,1378.08,5.63,534.87,0
82.6,2.75,1065.97,6.23,549.14,2
86.95,3.0,1035.41,8.09,378.03,2
30.49,0.13,1260.57,6.42,22.57,0
71.22,0.95,1359.89,5.11,167.13,1
54.43,0.77,1334.8,4.39,508.41,0
39.44,2.05,1553.94,3.77,467.8,2
34.25,1.83,1064.4,6.69,517.46,1
85.46,1.69,1383.0,5.81,949.08,2
76.63,0.93,1644.21,6.03,828.67,2
79.37,0.65,1501.14,5.03,297.49,2
47.78,2.2,1029.83,3.01,715.24,2
40.27,0.4,1037.52,5.66,475.91,0
32.67,2.91,1516.06,5.26,318.7,2
56.91,1.92,946.37,4.32,859.43,2
45.38,1.2,1671.27,7.64,341.71,1
71.02,0.16,1535.64,6.41,813.18,1
87.28,2.78,1709.27,6.59,360.14,2
57.9,2.1,1684.0,4.45,918.19,2
78.91,2.94,1680.25,4.96,105.96,2
36.73,0.94,1414.18,8.63,899.25,0
67.43,0.12,986.32,3.7,363.32,2
60.08,0.23,1148.48,4.25,647.07,1
57.86,1.54,1227.69,9.69,214.74,1
61.0,2.23,1356.84,9.5,377.97,2
57.82,0.36,1409.0,5.02,160.31,0
62.67,1.64,875.87,7.89,623.77,2
41.34,1.46,1520.32,6.71,395.49,1
49.34,1.87,1739.11,7.7,74.75,1
57.64,2.68,894.46,9.92,949.07,2
34.7,2.81,1163.13,8.91,418.38,2
56.45,1.94,1574.48,3.24,593.16,1
41.2,1.1,1147.97,6.28,334.14,0
36.44,0.52,833.44,6.29,954.45,2
36.94,2.84,1533.36,7.46,645.28,2
79.6,0.41,1304.75,7.88,586.82,2
79.97,0.31,1490.7,6.74,379.16,2
50.42,1.9,1691.0,6.47,824.72,1
54.13,0.4,861.51,3.36,380.15,2
50.23,2.18,1542.82,3.36,221.12,2
46.46,1.69,944.52,3.94,943.79,2
78.25,0.62,1206.57,5.49,791.0,2
60.61,0.47,1538.99,5.78,262.92,1
52.53,1.54,1143.12,4.69,398.5,1
31.15,2.34,970.94,3.31,653.7,2
76.44,2.46,1293.51,4.44,737.23,2
71.98,0.81,1703.41,3.73,982.69,1
81.61,2.09,1738.75,8.06,190.46,2
56.53,0.31,1189.66,8.19,386.44,0
49.82,1.83,1672.2,3.33,385.47,1
39.49,2.12,905.72,7.65,286.18,2
41.94,2.82,818.52,6.06,21.63,2
59.02,1.55,1121.66,3.93,376.39,1
70.34,2.37,1330.75,7.13,200.62,2
47.24,0.57,1049.3,4.57,519.45,0
63.76,2.84,995.57,7.49,817.26,2
63.61,0.84,1062.55,3.27,305.44,1
74.68,0.24,1019.3,7.94,782.65,1
57.32,2.12,1187.95,4.12,398.15,2
64.8,2.85,868.75,6.55,328.92,2
60.5,0.17,1113.03,8.74,553.94,1
57.03,0.93,1098.04,5.68,835.57,0
88.03,1.37,1193.35,8.93,426.91,2
63.12,0.77,1543.5,6.72,809.03,1
76.84,0.72,1515.64,8.6,346.11,2
40.36,0.11,1250.9,5.47,554.91,0
41.28,2.59,1057.76,4.59,480.71,2
59.93,0.72,1071.86,4.19,718.46,0
76.21,1.44,1514.09,8.15,138.28,2
87.97,2.48,1004.48,4.3,125.66,2
38.3,2.27,1269.65,8.48,746.25,2
66.28,2.09,818.36,5.18,637.82,2
30.56,0.2,1651.89,7.79,265.37,0
71.28,2.4,1106.79,3.25,932.78,2
50.71,0.41,1291.86,8.38,221.65,0
46.17,0.8,1791.67,4.38,575.52,0
85.52,0.53,1770.85,9.63,884.57,2
42.87,1.94,1560.89,9.9,180.42,1
75.96,1.08,975.63,5.95,793.84,2
57.89,1.66,1795.16,5.79,615.4,1
51.91,1.24,1495.64,9.57,542.36,1
76.1,0.36,1011.16,6.51,20.01,2
45.17,1.6,814.96,4.85,514.03,2
64.39,2.78,1445.35,5.9,930.35,2
77.09,0.68,930.84,7.73,559.88,2
77.38,2.24,1425.21,9.9,533.59,2
36.79,2.5,1051.85,8.44,957.11,2
71.81,1.83,1260.39,5.55,353.0,1
68.18,2.28,1478.52,4.39,493.99,2
77.5,1.48,1336.62,8.4,661.27,2
54.56,2.7,962.57,9.97,118.85,2
30.9,2.68,1044.95,8.11,811.02,2
81.54,2.98,1094.04,7.97,115.4,2
54.41,2.56,1167.66,7.14,503.77,2
68.76,2.92,855.74,7.02,863.03,2
58.88,0.33,1360.54,5.32,154.94,0
80.94,1.61,1733.28,8.64,692.97,2
30.3,1.34,997.49,9.38,174.58,2
47.16,1.6,1063.36,4.47,599.1,1
35.34,0.27,1172.25,8.04,554.81,0
55.37,1.74,1165.45,9.55,54.9,1
70.4,2.68,1603.88,4.29,295.93,2
73.02,0.34,1611.86,8.03,729.61,1
36.01,2.18,1479.82,8.82,41.6,2
31.39,1.18,948.79,6.91,917.35,2
53.49,2.55,800.24,4.18,30.42,2
49.69,2.73,896.95,7.24,451.5,2
86.31,0.46,1012.03,3.21,433.94,2
46.67,2.62,1404.94,7.3,531.91,2
35.51,1.39,1799.51,8.85,893.46,1
79.39,0.4,1027.45,3.02,303.51,2
36.52,1.47,1477.13,9.12,749.22,1
86.32,0.26,812.18,7.63,289.35,2
45.21,1.06,1069.8,6.58,440.15,0
60.75,2.05,1187.13,4.76,166.2,2
50.97,2.25,1556.7,7.67,234.03,2
65.29,1.76,1284.27,6.85,491.79,1
63.93,2.17,909.63,8.25,135.89,2
34.0,2.93,1756.99,3.42,443.25,2
41.17,1.51,1630.18,9.65,634.25,1
51.23,1.85,1112.0,9.37,870.4,1
63.49,1.04,1093.39,3.23,815.82,1
57.02,1.04,1271.11,8.73,124.61,0
81.46,2.7,1746.71,5.78,217.14,2
52.42,1.07,976.15,7.25,476.62,2
81.94,0.19,1443.87,8.34,759.49,2
83.16,2.21,1727.81,5.33,503.21,2
30.84,0.12,1040.13,3.71,260.21,0
40.62,0.18,1709.3,3.06,736.08,0
39.13,2.75,1692.8,7.58,672.23,2
30.32,2.96,1677.83,9.27,659.24,2
50.69,2.69,1091.52,6.94,99.73,2
85.32,0.51,1024.9,6.91,764.09,2
67.16,0.77,800.94,8.3,985.21,2
78.59,1.43,1703.77,5.87,524.93,2
58.63,1.4,1575.19,6.69,316.72,1
45.49,0.21,1383.2,4.61,148.13,0
69.23,2.08,1552.15,6.53,894.05,2
86.18,2.44,1435.59,5.13,982.94,2
46.45,0.69,1242.15,3.4,978.49,0
65.31,1.72,1455.8,6.48,32.06,1
66.74,2.18,1216.75,8.3,227.0,2
43.28,0.57,1171.99,8.93,827.91,0
52.97,1.81,1520.82,4.69,168.14,1
88.33,1.89,1781.42,5.36,703.03,2
43.36,0.86,1311.9,5.24,167.62,0
45.77,0.2,1504.42,6.44,94.24,0
40.3,0.4,1412.59,3.66,754.28,0
31.23,0.82,1690.67,8.03,72.97,0
79.27,1.53,1646.78,7.21,681.83,2
89.61,0.77,1423.95,6.22,39.45,2
30.87,0.45,1449.09,6.97,553.43,0
31.91,1.46,1724.62,5.78,624.92,1
76.79,2.37,1319.28,9.01,391.38,2
83.32,0.8,1080.22,3.37,795.58,2
55.02,0.76,1031.79,9.31,833.92,0
63.21,1.89,1274.33,5.74,915.48,1
37.54,1.31,1144.56,6.49,457.63,1
61.13,0.51,1313.14,4.7,184.33,1
33.89,2.31,1227.44,7.39,727.59,2
70.76,1.46,1187.9,5.63,640.05,1
59.69,2.56,1674.7,4.19,136.23,2
67.82,0.97,818.57,9.22,226.9,2
85.76,2.18,1562.65,4.41,234.19,2
61.28,0.6,1105.43,5.25,159.63,1
42.31,2.39,967.2,3.2,629.35,2
88.56,1.06,918.66,6.99,906.35,2
77.04,1.91,1115.06,6.79,91.24,2
70.74,2.2,1765.03,4.82,18.46,2
62.74,2.15,1590.41,4.36,261.75,2
60.76,1.06,1660.51,6.32,799.58,1
64.84,2.34,1132.67,8.82,274.57,2
62.77,0.72,1275.53,5.23,266.7,1
88.02,0.56,1587.33,9.89,19.9,2
71.94,0.83,840.49,5.82,935.22,2
30.71,1.8,1301.4,9.11,84.0,1
70.89,2.07,1469.08,9.6,823.09,2
32.52,1.47,1197.95,5.17,451.34,1
53.05,1.35,1779.26,3.62,922.23,1
58.81,1.91,1630.18,5.52,430.42,1
54.57,1.19,1725.53,8.8,109.0,0
36.49,1.34,898.66,7.33,143.69,2
61.34,0.12,1116.6,7.74,484.04,1
88.7,2.63,1159.07,3.32,845.63,2
84.67,2.48,927.95,9.99,258.58,2
73.45,2.73,1035.69,9.36,309.48,2
88.58,0.92,1753.44,3.37,709.27,2
61.93,1.49,1023.49,7.94,190.81,1
63.17,0.83,1755.62,3.2,199.73,1
44.54,1.3,1032.73,6.44,872.47,1
72.72,1.78,889.0,7.86,166.41,2
77.18,0.83,1217.05,5.45,858.81,2
37.59,1.74,942.06,7.93,905.08,2
56.08,1.52,1727.42,6.65,487.6,1
64.7,2.1,906.88,8.75,435.51,2
34.34,2.38,1176.95,3.7,633.78,2
82.81,2.67,1757.66,9.07,2.14,2
52.81,2.47,1166.25,7.21,606.32,2
51.9,2.72,1303.23,6.25,997.51,2
59.61,0.62,1313.07,8.7,776.86,0
77.31,2.15,1054.22,9.03,893.44,2
41.65,0.48,1775.6,9.08,893.24,0
83.18,1.67,1446.4,6.82,51.21,2
74.73,1.57,1447.71,6.52,491.81,1
40.31,0.91,958.85,4.37,972.98,2
39.19,0.88,1390.59,7.27,153.97,0
77.62,2.38,1037.32,5.02,937.99,2
79.54,2.12,882.23,5.93,559.3,2
41.24,1.4,1401.03,5.29,780.94,1
80.43,1.04,1638.66,3.73,837.73,2
39.17,0.34,1441.78,6.3,907.89,0
51.79,0.93,1300.73,6.19,344.43,0
71.62,2.3,1652.98,9.81,266.66,2
72.97,1.24,1477.08,6.33,993.77,1
73.73,2.86,1634.97,9.32,814.42,2
57.55,0.83,1170.32,3.14,523.99,0
60.3,1.62,1774.03,9.38,161.71,1
52.13,1.33,1160.53,8.59,524.04,1
64.33,2.57,1605.93,3.93,713.91,2
56.13,0.95,850.02,6.41,355.44,2
45.09,2.11,1569.49,4.71,49.45,2
80.93,0.13,1737.11,7.39,321.85,2
44.79,0.13,1035.47,3.96,612.17,0
39.99,1.63,1390.12,5.09,35.06,1
32.24,0.18,1539.12,5.23,796.3,0
55.9,1.41,1312.88,7.99,273.5,1
37.3,1.71,1126.98,6.1,646.95,1
59.65,1.9,1344.2,8.18,705.94,1
62.05,2.07,1673.56,6.03,412.76,2
75.85,1.79,871.01,9.24,30.78,2
74.9,2.3,1753.11,3.38,596.86,2
55.67,1.06,890.32,6.94,479.04,2
36.27,1.88,1537.95,8.37,905.37,1
54.57,2.86,1665.43,5.08,159.28,2
56.12,1.27,1375.72,7.08,749.99,1
60.59,0.4,1658.29,5.17,971.3,1
37.07,2.88,891.01,4.62,46.58,2
72.31,2.57,1234.07,9.5,590.3,2
67.8,2.55,1096.8,5.48,905.95,2
84.06,2.93,1701.84,3.89,823.72,2
54.59,2.97,1272.28,6.88,529.77,2
49.3,0.32,1695.65,8.62,139.53,0
76.61,1.91,1209.14,4.78,859.73,2
72.01,1.69,1409.57,3.64,473.92,1
41.62,0.7,1461.3,9.38,403.76,0
42.46,1.98,1671.19,8.24,868.76,1
62.19,2.28,940.06,5.44,389.55,2
60.68,2.79,1674.3,3.94,172.79,2
51.46,0.94,1414.77,9.32,962.29,0
69.22,2.53,1325.2,4.46,524.69,2
63.3,2.25,1019.88,5.58,364.03,2
87.57,1.39,1555.09,8.26,265.54,2
64.31,2.69,1275.2,9.62,214.46,2
34.45,2.69,1647.68,9.95,679.39,2
86.2,2.5,1644.43,6.98,382.36,2
86.07,1.35,1338.82,6.12,564.82,2
58.23,0.24,1682.05,6.11,588.94,0
38.35,0.11,1045.29,7.93,99.19,0
84.53,0.72,1004.59,4.27,13.98,2
76.31,2.64,1414.16,4.32,285.28,2
58.56,2.87,1047.35,8.12,439.45,2
47.87,1.42,871.21,8.59,243.3,2
73.52,0.3,1755.1,4.35,882.74,1
78.57,2.91,1277.89,8.09,370.71,2
41.06,1.38,965.75,9.87,96.25,2
65.35,1.92,1338.08,7.64,116.18,1
63.3,0.93,1740.18,8.33,972.51,1
32.25,0.93,995.42,3.08,242.33,2
70.73,0.77,1309.0,9.21,693.76,1
53.68,1.18,1255.74,4.24,634.0,0
51.85,2.57,1556.55,7.27,364.2,2
42.6,2.35,1286.41,4.57,195.17,2
39.92,2.35,1028.99,6.69,451.55,2
64.78,2.64,1667.75,6.16,15.37,2
55.59,1.86,1357.76,7.56,154.08,1
68.79,0.63,1550.52,5.37,709.9,1
32.87,1.28,1505.03,4.59,795.29,1
67.85,1.8,1153.55,6.38,597.35,1
58.35,2.13,1233.7,4.42,213.93,2
30.35,0.97,1548.92,8.56,202.47,0
87.54,1.56,1716.98,7.95,722.43,2
35.1,0.74,808.81,8.01,344.44,2
77.2,1.08,1619.33,3.91,173.37,2
50.45,1.28,1148.7,8.35,96.95,1
51.07,2.53,866.8,9.6,986.32,2
35.31,0.94,1172.4,8.43,595.93,0
68.66,2.3,917.98,8.83,705.62,2
64.64,2.68,1500.31,4.41,429.75,2
59.64,0.26,1754.64,3.9,697.46,0
60.37,0.17,1724.75,8.96,524.26,1
43.74,0.45,1163.39,4.79,506.69,0
87.98,1.77,1689.93,7.56,475.25,2
81.28,1.47,1668.63,5.04,128.81,2
81.32,1.8,1689.09,9.56,53.63,2
60.06,1.19,1425.86,8.56,280.59,1
63.41,2.16,934.43,8.7,606.11,2
86.97,1.08,908.15,6.55,85.81,2
88.17,0.21,1553.5,6.68,368.62,2
33.95,1.9,1385.22,4.97,910.22,1
48.25,1.4,1343.76,3.7,932.16,1
52.47,0.33,1187.29,7.2,513.65,0
71.67,0.26,1084.54,8.73,79.89,1
81.33,0.37,1634.45,5.53,612.21,2
39.17,0.29,1015.94,3.89,312.41,0
60.86,1.81,1589.87,7.59,608.76,1
54.71,1.47,1214.52,8.9,230.0,1
30.34,1.99,1002.46,9.23,859.05,1
34.6,0.41,1295.17,7.26,274.91,0
73.01,1.83,1124.82,3.18,750.15,1
42.89,2.52,1220.29,7.04,872.95,2
81.82,1.18,1008.89,8.43,433.08,2
41.52,2.72,998.1,3.18,20.28,2
67.34,2.02,1111.04,5.24,339.49,2
70.81,0.27,1729.12,4.56,999.67,1
40.29,2.34,1023.41,3.57,874.93,2
81.53,1.27,1502.4,6.9,852.96,2
48.9,1.62,1285.37,5.48,891.46,1
39.95,0.53,1376.91,7.6,194.62,0
53.44,2.85,1046.62,7.68,740.15,2
56.89,2.82,1536.66,6.21,569.34,2
71.56,1.82,1678.7,5.5,299.89,1
42.83,0.21,843.01,9.09,678.39,2
69.63,1.88,1649.22,6.36,870.41,1
51.57,2.79,1498.66,4.8,564.08,2
61.98,0.5,1391.24,5.2,52.35,1
86.92,1.96,1676.92,7.73,356.98,2
60.76,2.06,1760.25,4.78,874.98,2
85.44,2.04,1731.27,5.79,953.02,2
72.17,0.22,1706.87,6.39,460.33,1
63.99,0.53,1269.17,8.82,15.48,1
46.38,0.11,1215.71,8.1,798.77,0
86.71,1.86,1054.63,9.47,775.32,2
64.47,2.12,1724.32,7.99,368.37,2
72.78,0.22,1186.42,5.84,166.84,1
31.39,0.49,1454.62,8.62,988.2,0
50.78,1.84,1737.14,4.17,717.65,1
75.3,0.36,1661.25,8.69,33.4,2
35.47,0.24,1134.74,6.57,532.35,0
46.06,2.74,1168.26,3.32,300.23,2
61.87,1.28,1073.84,3.92,819.16,1
89.77,1.06,1181.62,7.33,718.44,2
53.52,2.72,1360.0,6.15,646.67,2
87.17,2.4,840.01,5.33,470.54,2
48.87,2.13,1626.27,8.12,989.33,2
46.35,2.64,1566.62,5.54,734.12,2
36.24,2.39,1332.33,5.05,655.78,2
68.5,0.71,830.4,6.04,569.51,2
82.6,2.79,1328.81,8.28,439.3,2
74.76,0.69,1171.06,7.44,18.16,1
73.35,2.52,1199.14,6.14,851.28,2
76.54,0.94,1123.98,7.75,563.2,2
39.73,1.0,1699.98,7.82,985.97,0
76.02,2.83,1016.19,8.4,20.22,2
70.25,1.46,1146.76,9.04,854.27,1
31.34,1.87,1167.83,5.91,832.04,1
48.59,2.83,979.63,7.64,672.11,2
45.13,1.04,1634.8,8.33,329.1,0
62.04,0.28,1008.75,6.4,85.97,1
80.6,2.18,1743.63,7.85,940.4,2
63.27,1.84,1776.97,7.49,30.79,1
73.43,2.73,1595.58,7.09,671.3,2
89.41,0.36,1467.24,4.98,640.09,2
66.46,0.55,1006.75,7.35,128.23,1
45.91,2.52,1127.09,6.42,941.14,2
43.63,1.23,1406.46,8.29,901.65,1
84.93,2.35,1028.33,3.17,383.77,2
38.49,2.16,1461.13,3.31,836.59,2
44.92,1.35,1467.93,6.01,441.29,1
33.94,1.26,1564.85,9.41,413.5,1
55.42,2.14,1742.77,4.87,440.14,2
77.76,1.87,910.59,7.39,186.75,2
60.61,1.63,1676.2,6.24,279.44,1
43.86,2.64,971.01,5.98,187.17,2
76.4,1.48,1151.14,5.53,852.21,2
63.23,2.18,1697.04,9.31,328.51,2
87.15,0.17,1176.84,9.27,274.64,2
46.38,0.98,1412.31,6.07,726.73,0
83.69,2.06,1004.47,9.53,264.49,2
38.99,0.36,1363.38,3.8,138.78,0
48.0,0.92,1404.24,8.72,761.35,0
45.75,0.81,1765.79,3.06,879.72,0
41.98,2.85,1142.31,6.08,707.12,2
65.26,1.02,1353.83,8.11,42.33,1
30.67,1.43,931.84,7.65,214.05,2
55.97,0.67,1348.48,3.81,23.11,0
33.07,2.87,942.29,7.96,67.93,2
36.49,1.58,1264.87,9.66,944.84,1
76.78,1.85,1254.96,5.49,947.09,2
66.17,1.78,1031.9,3.33,945.19,1
48.82,1.38,914.64,8.86,27.63,2
80.04,0.51,1686.56,8.11,164.67,2
63.95,1.01,978.23,9.01,403.52,2
53.91,0.59,1183.07,9.1,363.13,0
87.1,2.84,944.9,4.24,862.67,2
53.57,0.11,1073.87,7.18,799.27,0
38.0,0.42,1722.09,8.26,589.78,0
76.15,1.34,1558.46,5.6,244.09,2
73.74,1.32,1781.38,5.45,921.73,1
85.98,0.8,1598.22,6.03,917.52,2
57.01,2.26,1266.97,4.59,199.35,2
55.53,2.29,1405.07,7.82,282.33,2
58.89,0.23,1617.53,9.93,406.88,0
30.66,0.59,1452.53,7.28,787.86,0
45.23,2.31,1487.98,5.26,545.49,2
38.84,1.41,1681.2,5.95,839.57,1
65.42,0.66,1381.11,6.54,398.64,1
37.18,1.31,872.76,3.69,415.92,2
48.32,2.78,1175.71,8.31,530.25,2
72.25,0.85,1741.9,6.71,831.32,1
51.9,0.39,1473.71,3.05,475.29,0
41.57,1.92,1779.42,6.25,817.5,1
60.47,1.54,1730.42,9.23,785.8,1
47.78,1.68,1023.9,6.11,484.21,1
79.9,2.7,1214.62,3.12,861.77,2
40.46,1.9,824.97,5.8,985.96,2
36.04,1.33,1107.15,9.34,869.34,1
44.26,0.34,1427.14,5.35,672.08,0
31.93,0.49,1486.37,4.49,857.59,0
33.52,0.72,1798.56,6.03,702.97,0
40.96,1.87,1526.11,5.2,828.9,1
66.21,1.23,1357.64,7.04,165.54,1
54.16,1.1,1200.9,8.33,482.54,0
86.42,0.95,1215.7,8.51,546.02,2
62.82,0.25,1198.6,4.9,999.34,1
48.5,2.67,1476.23,5.39,543.53,2
80.43,2.66,960.39,5.38,335.22,2
32.52,1.83,1654.82,5.67,740.04,1
67.66,1.19,941.06,7.97,854.57,2
71.15,0.15,1016.23,3.49,570.39,1
75.39,0.42,1638.34,6.89,689.97,2
88.28,0.34,1701.22,3.88,392.96,2
81.09,2.73,1306.37,7.16,708.15,2
79.97,0.45,1610.07,6.37,450.62,2
55.43,1.58,1745.05,6.84,953.18,1
40.82,2.2,1612.24,7.75,606.92,2
63.89,2.6,1621.65,3.86,848.59,2
54.84,0.84,1669.77,6.02,808.36,0
45.8,0.11,1295.46,3.7,754.38,0
46.56,1.39,887.03,5.01,781.49,2
39.1,1.98,1717.43,7.76,811.02,1
36.54,0.83,1694.54,8.01,639.55,0
69.83,1.3,844.56,8.49,678.71,2
58.37,2.71,1136.16,5.06,872.8,2
77.82,1.59,930.73,4.51,656.23,2
53.1,2.53,1749.96,8.64,377.55,2
77.32,1.12,967.1,3.23,385.72,2
84.21,0.79,1006.51,9.79,25.0,2
77.15,1.03,837.49,9.42,139.64,2
63.11,0.89,865.19,3.35,115.56,2
34.28,2.31,1285.57,5.4,418.37,2
85.74,2.74,1515.68,9.19,319.65,2
52.87,1.88,1423.63,6.37,400.66,1
89.17,2.48,1234.98,8.09,269.56,2
36.01,1.12,1202.97,3.12,814.79,0
51.55,1.78,873.96,4.22,889.69,2
66.52,2.86,1798.75,5.6,298.8,2
81.5,3.0,1429.64,8.57,781.75,2
51.32,1.77,1633.06,7.82,21.16,1
50.2,0.52,1032.97,9.34,36.89,0
43.19,1.0,1416.88,6.74,218.27,0
39.85,0.79,1302.53,4.9,947.6,0
57.83,0.27,1529.27,5.3,653.49,0
46.78,1.76,1572.15,9.5,261.13,1
50.09,1.45,1727.17,9.31,89.88,1
37.92,1.54,906.62,5.42,148.39,2
68.16,2.85,1796.73,5.63,599.01,2
81.38,0.44,1489.56,5.86,206.15,2
54.17,0.32,1495.41,4.77,311.41,0
37.26,2.61,1293.44,7.01,569.43,2
54.63,0.66,1545.13,3.89,103.87,0
72.61,0.71,1106.77,6.33,449.35,1
72.51,1.91,1444.4,8.0,292.61,1
49.34,1.37,1107.46,9.89,814.05,1
39.88,0.12,842.78,4.71,114.29,2
62.0,2.59,1536.75,4.51,399.3,2
60.47,2.45,1639.12,9.37,509.25,2
71.66,0.42,1365.29,4.74,431.72,1
68.04,0.85,852.19,3.07,22.16,2
30.5,0.42,1039.49,4.55,986.8,0
48.36,0.47,1345.56,9.01,678.06,0
47.76,1.73,1514.86,8.1,666.54,1
82.25,2.62,1378.94,6.01,641.57,2
79.09,0.12,1792.0,4.28,470.25,2
82.32,0.75,1276.8,3.93,395.08,2
40.63,1.15,1173.46,9.95,994.81,0
36.89,2.21,851.75,3.21,105.33,2
87.93,2.83,993.93,4.13,240.54,2
60.93,1.75,1021.59,8.3,309.55,1
85.33,2.0,1236.35,8.53,817.91,2
47.43,1.09,1735.96,4.15,42.15,0
57.24,2.42,1571.67,9.44,533.2,2
36.0,1.81,1578.4,3.65,172.66,1
30.74,1.82,1686.73,7.69,982.04,1
33.78,2.72,1614.07,5.2,973.53,2
47.28,2.68,1680.75,8.3,563.47,2
37.2,1.64,1156.8,8.55,758.13,1
84.64,0.14,1609.1,9.57,789.3,2
37.81,0.34,820.85,7.4,629.67,2
89.21,1.25,1131.91,7.37,825.61,2
86.21,2.43,1226.67,7.44,856.3,2
59.44,0.73,969.72,3.0,718.24,2
36.67,0.81,1097.88,6.92,397.96,0
70.48,0.26,923.94,6.49,336.96,2
47.75,0.29,1695.72,7.84,121.62,0
33.9,2.93,1481.17,5.92,701.73,2
75.38,2.36,1277.88,6.01,11.03,2
85.59,1.85,1003.15,9.44,914.93,2
89.35,2.63,1797.78,4.71,842.25,2
79.38,0.77,898.44,9.86,296.02,2
82.25,0.11,821.02,6.26,238.71,2
71.39,1.74,877.49,4.14,388.05,2
41.14,2.4,1216.07,3.65,484.34,2
35.45,0.47,1039.61,9.02,924.61,0
79.58,1.07,1072.45,6.84,721.85,2
89.6,0.48,849.29,7.86,832.23,2
80.78,2.07,1754.02,6.58,913.81,2
88.07,2.56,1109.76,4.37,548.12,2
57.18,2.65,900.03,4.8,751.8,2
35.7,1.03,1187.16,7.36,158.13,0
81.64,1.4,1717.02,6.28,275.04,2
38.51,0.11,1332.16,3.75,391.73,0
65.36,0.9,975.22,8.42,946.79,2
36.03,0.55,1760.01,3.26,977.63,0
30.28,2.63,1107.33,9.57,316.95,2
69.26,0.33,1042.33,8.42,528.69,1
85.68,1.34,1669.81,6.14,979.25,2
87.59,1.05,1685.92,8.93,210.68,2
67.46,0.31,1636.71,4.22,70.81,1
54.01,1.77,1654.92,9.82,439.49,1
33.63,2.27,1365.17,6.14,309.27,2
60.14,1.08,1557.01,6.81,876.85,1
62.61,0.79,1651.09,6.9,206.84,1
67.41,1.14,1644.41,6.17,726.44,1
35.73,1.25,1783.24,8.66,159.94,1
46.67,1.06,1450.37,8.3,749.53,0
60.59,2.45,1237.08,3.87,564.44,2
87.14,2.4,1378.7,7.53,930.56,2
55.7,1.06,1777.24,9.04,323.04,0
57.83,1.3,949.1,9.7,404.31,2
82.52,0.65,1347.87,3.17,764.22,2
64.85,1.91,851.72,4.48,74.33,2
47.33,1.92,1366.19,7.29,549.25,1
46.38,0.81,937.06,8.94,616.48,2
41.19,0.61,1673.04,8.2,659.4,0
54.41,0.86,1779.45,8.58,301.78,0
80.85,2.3,1097.08,5.99,185.95,2
36.66,2.2,1067.51,8.74,995.61,2
34.6,1.47,1602.06,8.52,760.0,1
50.94,1.42,1394.97,9.82,327.55,1
85.39,0.88,1789.07,7.69,463.51,2
66.8,0.89,1074.17,3.79,114.05,1
50.86,2.31,1407.97,3.72,852.24,2
66.08,2.89,1470.19,4.23,473.78,2
68.91,0.18,814.91,3.91,251.66,2
55.77,1.51,938.03,7.71,596.14,2
47.67,0.14,877.65,5.74,153.97,2
52.61,1.92,1347.24,4.62,343.82,1
66.84,2.6,1553.21,6.87,362.29,2
51.9,2.65,839.24,9.92,664.38,2
70.87,0.21,1405.53,6.39,105.78,1
46.68,2.68,1349.99,5.89,72.68,2
72.85,2.14,1414.04,6.57,433.78,2
65.6,0.78,1741.26,7.12,311.19,1
56.98,2.44,961.62,5.05,679.51,2
48.93,2.4,930.45,8.34,68.35,2
30.76,2.7,1381.34,5.46,232.59,2
67.01,1.58,1791.6,9.88,635.02,1
56.57,1.52,1482.48,3.71,328.35,1
34.52,0.31,995.84,6.4,784.77,2
59.13,1.07,882.35,6.85,271.27,2
66.9,2.93,911.31,4.48,473.09,2
88.12,2.34,1698.23,5.34,992.04,2
